Time_s,RL_SpeedFactor,RL_PulseFactor,RL_Thickness_um,Baseline_Thickness_um,Reward
1.59,0.999995291233063,0.50017112493515,31.8315894531167,127.282195947268,0.150234534642188
1.62,0.999993801116943,0.500208735466003,31.2634617518822,125.000887576317,-0.153988699810245
1.65,0.999991714954376,0.500257730484009,31.2461486008038,124.919167944915,-0.275079866856752
1.68,0.999989688396454,0.500303566455841,31.751272242084,126.926717954368,-0.270551922109201
1.71,0.999988615512848,0.5003262758255,32.7830236346795,131.045087978557,-0.138009664561388
1.74,0.999988496303558,0.500328719615936,34.3776536396745,137.418688241488,0.132984930101767
1.77,0.999981880187988,0.500453531742096,36.6138698073404,146.320103860395,1.58611246925663
1.8,0.999984979629517,0.500395178794861,39.5740319159251,158.168740132996,2.19737498771619
1.83,0.999989807605743,0.500297546386719,43.4172860263615,173.564087266998,3.03141340129459
1.86,0.99999326467514,0.500218033790588,48.3556776223652,193.33709968326,4.14259771694404
1.89,0.999995708465576,0.500156164169312,54.6737767033172,218.62588521618,9.43487213456374
