Time_s,Target_X,Target_Y,Target_Z,RL_SpeedNorm,RoArm_Spd_Param,Reward,TrackingError_mm,EE_Velocity_mms,Is_Dwell
42.8,300,100,190,0.999941527843475,100,0.113804300297836,1.17290952224109,100,0
43,300,80,190,0.999946355819702,100,0.0823379391519372,1.53593201439637,100,0
43.2,300,60,190,0.999936282634735,100,0.155751493806338,0.762118704017191,100,0
43.4,300,40,190,0.999952495098114,100,0.0429185119026342,2.00426766319832,100,0
43.6,300,20,190,0.999940574169159,100,0.132937593658369,1.01327211904509,100,0
43.8,300,0,190,0.99994957447052,100,0.0707404706285143,1.69800160037907,100,0
44,300,-20,190,0.999946594238281,100,0.0960711066243709,1.41915780477095,100,0
44.2,300,-40,190,0.99995481967926,100,0.0322275021083111,2.12198796223523,100,0
44.4,300,-60,190,0.999947190284729,100,0.0960058385454603,1.41986515336902,100,0
44.6,300,-80,190,0.999956667423248,100,0.0211821031729348,2.24358281369266,100,0
44.8,300,-100,190,0.999948620796204,100,0.0900765451696907,1.48514053428365,100,0
45,300,-120,190,0.999959528446198,100,-0.00110381525232101,2.48892115627418,100,0
45.2,300,-120,190,0.999971449375153,100,-0.212140154278329,2.5760431059353,0,1
45.4,292.5,-123.333333333333,185,0.99995893239975,100,0.000260088009453624,2.42296827228892,48.0523441444611,0
45.6,285,-126.666666666667,180,0.999960541725159,100,-0.0120265301961327,2.59266143150236,48.0523441444628,0
45.8,277.5,-130,175,0.999942481517792,100,0.137872369743096,0.958936017921212,48.0523441444611,0
46,270,-133.333333333333,170,0.999957740306854,100,0.0180377100269893,2.27818488856348,48.0523441444611,0
46.2,262.5,-136.666666666667,165,0.999953866004944,100,0.0540344264863402,1.88193591007269,48.0523441444628,0
46.4,255,-140,160,0.999956667423248,100,0.0308013547499996,2.13770771008028,48.0523441444611,0
46.6,247.5,-143.333333333333,155,0.999962210655212,100,-0.0219314895670946,2.71822463526584,48.0523441444611,0
46.8,240,-146.666666666667,150,0.999961912631989,100,-0.0184019551143482,2.67938339067729,48.0523441444628,0
47,232.5,-150,145,0.999952912330627,100,0.0665989006379526,1.74360323615769,48.0523441444611,0
47.2,225,-153.333333333333,140,0.999947547912598,100,0.109755572753246,1.2685085006433,48.0523441444611,0
47.4,217.5,-156.666666666667,135,0.999972403049469,100,-0.141368867110772,4.03302522544047,48.0523441444628,0
47.6,210,-160,130,0.999959647655487,100,3.0089862448533,2.37784003011744,48.0523441444611,0
